,İlan No:,İlan Tarihi:,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,car_link:,price,boya_degisen,aciklama
49, 15647846   , 04 Şubat 2021   , BMW   , 3 Serisi   , 316i M Sport   , 2015   , Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 87.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-bmw-3-serisi-316i-m-sport/auto-caymaz-2015-bmw-3-16i-m-sport-hatasiz-boyasiz/15647846,  363.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,AUTO CAYMAZ 2015 BMW 3.16İ M SPORT BAYİ ÇIKIŞLI**ÖZELLİKLER**RECORE KOLTUKLARM DİREKSİYONSUNROOFGERİ GÖRÜŞ KAMERASI VAREX EKSOZ  ANAHTARSIZ ÇALIŞTIRMAÇİFT YÖNLÜ DİJİTAL KLİMABLUETOOTH/USB/AUXBİ-XENON FARLARECO-COMFORT-SPORT SÜRÜŞ MODLARIÖN ARKA SİS FARLARIFAR VE YAĞMUR SENSÖRÜPARK SENSÖRÜİÇ DIŞ IŞIK PAKETİKATLANIR YAN DİKİZ AYNASIBLUETOOTH-USBEKSPERHATASIZ BOYASIZ
50, 16567068   , 04 Şubat 2021   , Mercedes - Benz   , C   , C 180 AMG 7G-Tronic   , 2013   , Benzin   , Otomatik   , 1401 - 1600 cm3   , 151 - 175 HP   , 171.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-mercedes-benz-c-180-amg-7g-tronic/kum-otomotivden-c-180-amg-7-g-tronic-hatasiz-boyasiz/16567068,  289.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,ARACIMIZ 2013 MODELDİRHATA BOYA YOKTURİÇİ BEJ7 İLERİDÖRT LASTİK SIFIRTÜM BAKIMLARI YENİ ORJİNAL 171 BİN KM ALICIYA ŞİMDİDEN HAYIRLI OLSUN 
51, 16192943   , 04 Şubat 2021   , Renault   , Fluence   , 1.5 dCi Extreme   , 2012   , Dizel   , Düz   , 1461 cc   , 90 hp   , 225.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-fluence-1-5-dci-extreme/2012-renault-fluence-1-5-dci-extreme-emsalsiz/16192943,  104.750 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,2012 RENAULT FLUENCE 1.5 DCİ EXTREME ARACIMIZIN BAKIMLARI GÜNÜ GÜNÜNE RİZE BİRLEŞENLER SERVİSİNDE YAPILMIŞ OLUP BİNİCİSİNE MASRAFSIZDIRMOTORU YÜRÜRÜ VE KONDİSYONU ÇOK İYİ DURUMDADIRORJİNAL 227.000’DEEKSPERTİZ BİLGİSİ SAĞ-SOL ARKA ÇAMURLUKLAR SOL ARKA KAPI-SAĞ ÖN ÇAMURLUKTAN OLUŞMAK ÜZERE TOPLAMDA 4 PARÇA BOYASI MEVCUTTUR HARİCİNDE DEĞİŞENİ VS YOKTURTRAMER KAYDI YOKTURDETAYLI BİLGİ İÇİN ARAYINIZTARIK BUCAK=0532-632-2366EMİR BUCAK=0532-221-8015
53, 16516447   , 04 Şubat 2021   , Seat   , Cordoba   , 1.4 TDI Elegance   , 2008   , Dizel   , Düz   , 1422 cc   , 80 hp   , 261.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-seat-cordoba-1-4-tdi-elegance/cevdet-keklikten-seat-cordoba/16516447,  64.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,ARACIMIZ GÖRÜLMEYE DEĞER TEMİZLİKTEDİR.ARACIMIZIN YÜRÜRÜNDE HİÇ BİR SIKINTI YOKTUR.ARACIMIZDA İKİ PARÇA HALİNDE TOPLAM 5.000 TL HASAR KAYDI VARDIR.EKSPERTİZ RAPORU FOTOĞRAFLARDA MEVCUTTUR.ARARCIMIZIN YEDEK ANAHTARLARI MEVCUTTUR ALICISINA ŞİMDİDEN HAYIRLI UĞURLU OLMASINI TEMENNİ EDERİM.
54, 16533191   , 04 Şubat 2021   , Renault   , Clio   , 1.5 dCi Icon   , 2012   , Dizel   , Düz   , 1401 - 1600 cm3   , 76 - 100 HP   , 149.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-clio-1-5-dci-icon/ates-kirmizisi-icon-paket-start-stop-1-5-dci-90-beygir-clio-iv/16533191,  117.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Lokal Boyanmış  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Lokal Boyanmış  Sağ Ön Kapı:  Lokal Boyanmış  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"ARACIMIZ  2012 MODEL  RENAULT CLİO   İCON PAKET1.5 DCİ  90 BEYGİR  START & STOP LUORJİNAL 149.000 BİN KM DEDİR.BAKIMLARI DÜZENLİ OLARAK YAPILMIŞTIR.29-09-2022 TARİHİNE KADAR MUAYENESİ GEÇERLİDİR.YEDEK ANAHTARI VARDIR.LASTİKLERİ İYİ.GAYET TEMİZ KULLANILMIŞ İÇİ VE DIŞI İLE PIRIL PIRILDIR.ARACIMIZDA SADECE SAĞ KISIMDA  3 PARÇA  BOYA  VARDIR.BUNA BAĞLI 2 BİN LİRA TRAMER VARDIR. DEĞİŞEN   YOKTUR.İSTENİLEN EKSPERTİZE ,  YETKİLİ SERVİS DAHİL GÖSTERİLEBİLİR.ARACIMIZIN  ULAŞIMI VE TESLİMATI KONUSUNDA YARDIMCI OLUNUR&&  NOT  &&  SÖYLENİLENLERİN AKSİ DURUMUNDA ŞEHİR DIŞINDAN GELECEK MİSAFİRLERİMİZİN YOL MASRAFLARI TARAFIMIZDAN KARŞILANIR.  HAYIRLI   OLMASINI   DİLERİZ..."
55, 16532842   , 04 Şubat 2021   , Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2014   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 243.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/otomatik-f1-vites-dizel-vw-passat-bluemotion-comfortline-paket/16532842,  182.000 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,"ARACIMIZ  2014 MODEL  VOLKSWAGEN PASSAT  İÇİ BEJ DÖŞEME 1.6 TDİ BLUEMOTİON COMFORTLİNE PAKET 105 BEYGİR OTOMATİK F1  VİTES   2019 MODEL GOODYEAR EFFICIENT GRİP PERFORMANCE LASTİKLER GAYET TEMİZ KULLANILMIŞ İÇİ VE DIŞI İLE PIRIL PIRILDIR.ARACIMIN BÜTÜN BAKIMLARI DÜZENLİ OLARAK YAPILMIŞTIR. ARACIMIZDA 5/6 PARÇA YÜZEYSEL  BOYA VARDIR.İÇ KISIMLARDA KESİNLİKLE HATA YOKTUR BUNA BAĞLI 3 PARÇA HALİNDE SADECE  2447 LİRA TRAMER VARDIR.DEĞİŞEN YOKTUR.FOTOĞRAFLARDA KAYITLAR VE TÜM DETAYLAR PAYLAŞILMIŞTIR.İSTENİLEN EKSPERTİZE ,  YETKİLİ SERVİS DAHİL GÖSTERİLEBİLİR.ARACIMIZIN ULAŞIMI VE TESLİMATI KONUSUNDA YARDIMCI OLUNUR&&  NOT  && SÖYLENİLENLERİN AKSİ DURUMUNDA ŞEHİR DIŞINDAN GELECEK MİSAFİRLERİMİZİN YOL MASRAFLARI TARAFIMIZDAN KARŞILANIR.  HAYIRLI   OLMASINI   DİLERİZ..&&ÖZELLİKLER&&  ELEKTRİKLİ SÜRÜCÜ KOLTUĞUAUTO HOLD DOKUNMATİK EKRAN ELEKTRONİK EL FRENİ START-STOPF1 VİTES YAĞMUR SENSÖRÜ ÇİFT YÖNLÜ MEVSİMSEL DİJİTAL KLİMA ÖN VE ARKA PARK SENSÖRÜ  VİRAJA DUYARLI SİS FARLARIÖN VE ARKA KOL DAYAMA  GÜNDÜZ FARLARI CD-BLUETOOTH-USB VE AUX ELEKTRİKLİ VE  ISITMALI   AYNALARELEKTRONİK EL FRENİSTART&STOPFONSİYONEL DERİ DİREKSİYON SOĞUTUCULU TORPİDOYOL  BİLGİSAYARI ABS//ESP//ESCHEAD UP DİSPLAY CRUİSE KONTROL OTOMATİK KARARAN İÇ AYNA HIZ SABİTLEYİCİ BARDAK AYDITLATMASI FOLLOW ME DETAYLI YOL BİLGİSAYARI ..."
56, 16434740   , 04 Şubat 2021   , Volkswagen   , Passat   , 1.4 TSi Comfortline   , 2010   , LPG & Benzin   , Otomatik   , 1390 cc   , 122 hp   , 283.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-comfortline/makam-araci/16434740,  129.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Ön Çamurluk:  Lokal Boyanmış  Sol Ön Çamurluk:  Değişmiş  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş   Tramer tutarı yok   ,"0553 923 4002 Buradan iletişime geçiniz.Aracım 2010 model 1.4 T.S.İ Comfortline pakettir.Aracın 1 boya 1 değişen parça parça 7 bin normal hasarı mevcut.Aracım piyasadaki passatlara göre düşük kilometreli.Aracın bakımları zamanında yapılmış olup dsg motor ve kondisyon oldukça iyidir.Elektronik el freniAbs,Esp,Asr10 AirbagÖn park sensörüArka park sensörüDijital klimaHız sabitlemeElektrikli camlarYağmur sensörüPark sensörüElektrikli koltukYokuş kalkış desteğiDeri direksiyonAlışımlı çelik jantElektrikli el freniSoğutmalı torpido bir çok özellik"
57, 16509999   , 04 Şubat 2021   , Fiat   , Brava   , 1.6 ELX   , 2001   , LPG & Benzin   , Düz   , 1581 cc   , 103 hp   , 220.479 km   ,https://www.arabam.com//ilan/galeriden-satilik-fiat-brava-1-6-elx/galeriden-fiat-brava-1-6-elx-2001-model-nevsehir/16509999,  45.750 TL  , Satıcı bu ilan için boya - değişen  - tramer bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz. ,Fiat Brava 1.6 ELX
58, 15791395   , 04 Şubat 2021   , BMW   , 7 Serisi   , 730d xDrive Pure Excellence   , 2016   , Dizel   , Yarı Otomatik   , 2501 - 3000 cm3   , 251 - 275 HP   , 55.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-bmw-7-serisi-730d-xdrive-pure-excellence/ism-grup-bmw-7-30ld-xdrive-hatasiz-boyasiz-tramersiz/15791395,  1.795.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"FİRMAMIZ, TİCARET BAKANLIĞI İKİNCİ EL MOTORLU KARA TAŞITLARININ TİCARETİ HAKKINDA YÖNETMELİK HÜKÜMLERİNE YETKİLENDİRİLMİŞTİR.YETKİ BELGESİ NUMARAMIZ: 4200707﻿2. ELDE KALİTENİN VE GÜVENİN ADRESİMOTOR, MEKANİK, KAPORTA VE HASAR KAYDI SORGULAMALARITARAFIMIZCA YAPILMAKTADIR.VERDİĞİMİZ BİLGİLER DIŞINDA BİR DURUM ÇIKMASI DURUMUNDA, YOL VE TÜM MASRAFLARINIZŞİRKETİMİZCE KARŞILANMAKTADIR.2016 BMW 7.30d xDrive Long Pure ExcellenceAracımız Hatasız, Boyasız, Tramersiz olup Ekranlı Anahtarı mevcuttur.Aracın ikinci sahibiyiz. Araç BORUSAN PREMİUM SELECTİON dan alınmıştır. Tüm bakımları BMW yetkili servisinde (Köprülü Otomotiv) yapılmıştır. Aracımızın 4 adet kış lastiği de mevcuttur. Araç tek kişi tarafından kullanılmıştır. Araç aktif kullanıldığı için km değişebilir. Araç ile ilgili özellikler aşağıda belirtilmiştir.METALİK SİYAH / SAFİRDÖŞEME CİNSİ : BEJ NAPPA DERİDONANIMLAR :GÜNEŞ KORUMALI ARKA CAMLARKONFOR ERİŞİM SİSTEMİ‘SOFT CLOSE’OTOMATİK KAPILARDERİ ÖN PANELÇOK İŞLEVLİ GÖSTERGE EKRANISPOR DERİ DREKSİYOONBMW EKRANLI ANAHTARCONNECTED DRİVE FONKSİYONLARIUZAKTAN KONTROL FONKSİYONLARIARKA KOLTUK EĞLENCE /I DRIVECOMFORT TEL / WIRELESS ŞARJBMW HAREKETLE KOMUT SİSTEMİADAPTİF LED FARLARLED SİS FARLARIOTOMATİK UZUN FAR FONKSİYONUGERİ GÖRÜŞ KAMERA SİSTEMİPARK ASİSTANINAVİGASYON SİSTEMİ/PROF.GERÇEK ZAMANLI TRAFİK BİLGİSİSÜRÜŞ ASİSTANI/PLUSBMW ACİL DURUM ÇAĞRISIBMW TELESERVICESHMJ,ÇOK KOLLU ,STİL 619,18’’PARLAK AHŞAP KAPLAMA /K.KAHVEHEAT COMFORT PACK.OTOMATİK KLİMA/4 BÖLGELİÖN KOLTUK HAVALANDIRMAARKA KOLTUK HAVALANDIRMAELEKTRİKLİ KONFOR KOLTUKLARARKA KOLTUK MASAJ FONKSİYONUPURE EXCELLENCE DIŞ TASARIMHARMAN/KARBON SURROUND SYSTEMELEKTRİKLİ PANORAMA CAM TAVANÖN KOLTUK HAVALANDIRMAARKA KOLTUK HAVALANDIRMAELEKTRİKLİ KONFOR KOLTUKLARELEKTRİKLİ ARKA KOLTUKLARARKA KOLTUK MASAJ FONKSİYONDİSTRONİC (ARAÇ TAKİP MESAFESİ)ŞERİT TAKİP 360 ÇEVRE GÖRÜŞ KAMERASIELEKTRİKLİ ISITMALI FONSİYONEL DİREKSİYONPARK ASİSTANISÜRÜŞ ASİSTANICAR PLAYAİRMATİKVAKUMLU KAPILARHAYALET GÖSTERGEPREMİUM NAVİGASYONKEYLESS-GO(ANAHTARSIZ ÇALIŞTIRMA)ŞERİTTE TUTMA ASİSTANIVE DAHA SAYAMADIĞIMIZ BİR ÇOK ÖZELLİKFirmamızda Kesinlikle Kilometresi Düşürülmüş, Ağır Hasarlı, Şase ve Podye hasarlı ve Tavanı İşlem Görmüş, Sizin, Ailenizin Ve Sevdiklerinizin Hayatını Tehlikeye Sokacak Hiç Bir Araç Alınmaz ve Satılmaz. Firmamızdan Alacağınız Aracı İstediğiniz Yetkili Servise Veya Özel Servise Götürerek Gösterebilirsiniz. Araçlarımız ekspertiz ve Kilometre garantilidir. İncelediğiniz araçlarımız hakkında bilgi almak için bizleri çekinmeden arayabilirsiniz.TÜM ARAÇLARIMIZ İÇİN 3 AY ERTELEMELİ KREDİ KULLANABİLİRSİNİZ !​​"
59, 16352251   , 04 Şubat 2021   , Ford   , Focus   , 1.6 TDCi Trend   , 2013   , Dizel   , Düz   , 1560 cc   , 95 hp   , 205.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-tdci-trend/hnh-motors-dan-ford-focus-trend/16352251,  138.000 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,Dış Renk: Beyazİç Renk: SiyahPlaka: 70 DU 732-------------------------Bakımları zamanında yapılmıştır1 parça boya vardırHasar kaydı YOKTURDİĞER İLANLARIMIZ İÇİN SAYFAMIZA BAKABİLİRSİNİZ.İNTAGRAM : @hnh_motors
60, 16668864   , 04 Şubat 2021   , Fiat   , Egea   , 1.6 Multijet Urban   , 2018   , Dizel   , Düz   , 1598 cc   , 120 hp   , 73.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-fiat-egea-1-6-multijet-urban/dolay-dan-garantili-2018-model-1-6-urban-dizel-120-bg-73-000-km/16668864,  160.000 TL  , Satıcı bu ilan için boya - değişen  bilgisi vermemiştir.Detaylı bilgi almak için satıcı ile iletişime geçebilirsiniz.   Tramer tutarı yok   ,DEN(BÜTÜN ARAÇLARIMIZIN ÖTV'Sİ YATIRILMIŞTIR)​2018 MODEL 1.6 DİZEL 6 İLERİ EGEA URBAN İÇİNDE VEYA DIŞINDA YANIK YIRTIK YOKTUR SIFIR AYARINDA BAKIMLI BİR ARAÇTIRÖZELLİKLERBLUETOOTH-TELEFON BAĞLANTISIALIŞIMLI ÇELİK JANT​USB-AUXCİTY SÜRÜŞ MODU ( ELEKTRİKLİ DİREKSİYON )CRUİSE CONTROL / HIZ SABİTLEMEVİRAJ AYDINLATMA ÖN SİS FARLARÇİFT YÖNLÜ DİJİTAL KLİMAYOL BİLGİSAYARISESLİ KOMUT SİSTEMİLASTİK BASINÇ SENSÖRÜPARK SENSÖRÜ - YAGMUR SENSÖRÜYOKUŞ KALKIŞ DESTEGİ ( HİLL DOLDER )ISITMALI AYNALED FARLARKROM KAPLAMA ​AMERİKAN CAM FİLMARACIMIZIN GARANTİ KAPSAMINDA TÜM BAKIMLARI YAPILMIŞTIRARACIMIZN KITAPÇIKLARI VE YEDEK ANAHTARI MEVCUTDUREXPERARACIMIZDA SADECE  SAĞ ARKA KAPI BOYALI HARİCİ HATASIZ ALICISINA ŞİMDİDEN HAYIRLI OLSUNİLETİŞİM ​05378970048 MEHMET DOLAYDİĞER İLANLARIMIZ İÇİN TIKLAYINIZhttps://www.arabam.com/galeri/dolay-otomotiv/
61, 16668772   , 04 Şubat 2021   , Ford   , Fiesta   , 1.4 Comfort   , 2006   , Benzin   , Düz   , 1201 - 1400 cm3   , 76 - 100 HP   , 74.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-fiesta-1-4-comfort/74-binde-yeni-kasa-yeni-gogus-ici-bej-yeni-muayeneli/16668772,  84.750 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"ARACIMIZ ORJİNAL 74 BİNDE HİÇ LPG TAKILMAMIŞTIR YANIK YIRTIK OLMAYIP BİR ÖNCEKİ BAKIMDA TRİGER SETİ DEĞİŞMİŞTİR.ARACIMIZ MAKYAJLI KASA YENİ GÖĞÜSTÜR VE EN ÇOK TUTULAN BEJ DÖŞEME MEVCUTTUR. SADECE İKİ PARÇASINDA ÖNEMSİZ BOYA OLUP TRAMERİ 1.469 +1.986 DIR.YEDEK ANAHTARI OLUP İSLETME DAHİ KULLANILMAMIŞTIR.BİR SONRAKİ BAKIM 79 BİNDEDİR ARACIMIZ GÖRÜLMEYE DEĞER VE ÇALIŞMAYAN AKSAMI YOKTURDUR.MUAYENESİ YENİDİR.ARAÇ MANTIKLI TAKASA AÇIKTIR.


"
62, 16668767   , 04 Şubat 2021   , Renault   , Clio   , 1.2 Authentique   , 2006   , Benzin   , Düz   , 1200 cm3' e kadar   , 51 - 75 HP   , 124.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-renault-clio-1-2-authentique/16-valf-124-binde-yeni-muayeneli/16668767,  58.500 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"ARACIMIZIN BAKIMLARI DÜZENLİN OLARAK YAPILMIŞTIR.LASTİKLERİ YENİDİR VE MUAYENESİ YENİDİR TRİGER SETİ DEĞİŞMİŞ DÖRT DİSK VE ÖN İKİ BALATA ÖN AMORTİSÖR LER YENİLENMİŞ AYRICA YAKIN ZAMANDA BAKIMI YAPILMIŞTIR YANİ TÜM AĞIR BAKIMLARİ YAPILMIŞ OLUP ALAN KİŞİ SADECE YAKITINI KOYUP BİNECEKTİR. 16 VALF OLUP HİÇ LPG TAKILMAMISTIR.ÜZERİNDE PİONERR TEYİP VE HOPORLOR VARDIR. ARACİMİZDA TEMİZLİK AMAÇLİ 5-6 PARCA BOYA ÇIKABİLİR .SOLARKA ÇAMURLUK DEGİŞMİŞTİR.TARAMERİ 4 BİN TL DİR.ARACIMIZ SATIŞA HAZIRDIR
"
63, 16668766   , 04 Şubat 2021   , Citroen   , C3   , 1.4 e-HDi Confort   , 2013   , Dizel   , Yarı Otomatik   , 1201 - 1400 cm3   , 51 - 75 HP   , 175.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-citroen-c3-1-4-e-hdi-confort/dizel-otomatik-yeni-muayeneli/16668766,  95.750 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,"aracımız dizel otomatiktir en çok tercih edilen beyaz renktedir şanzımanında ve motoru sorunsuzdur aracimizin muayenesi yenidir bel altı boyasi mevcut iki parça değişen vardır tüm bakımları yapılmıştır .Araç ile takas olabilir.
"
64, 16506756   , 04 Şubat 2021   , Ford   , Focus   , 1.6 Ghia   , 2000   , LPG & Benzin   , Düz   , 1596 cc   , 100 hp   , 257.000 km   ,https://www.arabam.com//ilan/galeriden-satilik-ford-focus-1-6-ghia/orijinal-lpg-li-focus/16506756,  61.750 TL  ,   Created by Arabam IT  Ön Tampon     Sağ Arka ÇamurlukMotor KaputuArka KaputTavanArka Tampon  Sağ Arka Çamurluk:  Orijinal  Arka Kaput:  Orijinal  Sol Arka Çamurluk:  Orijinal  Sağ Arka Kapı:  Orijinal  Sağ Ön Kapı:  Orijinal  Tavan:  Orijinal  Sol Arka Kapı:  Orijinal  Sol Ön Kapı:  Orijinal  Sağ Ön Çamurluk:  Orijinal  Motor Kaputu:  Orijinal  Sol Ön Çamurluk:  Orijinal  Ön Tampon:  Orijinal  Arka Tampon:  Orijinal  BelirtilmemişOrijinalBoyalıLokal BoyalıDeğişmiş ,MASRAFSIZHATASIZTRAMERSİZÇİÇEK
